symbole,n,exp_global,wr_global,delta_q5_q1,p_value,delta_ajuste_heure,date
US30,5071,-0.02514223511802813,0.3318872017353579,0.02703235045247087,0.3363318340829585,0.07980331929977809,2026-07-20 03:20
XAUUSD,5061,0.015414494705478343,0.34380557202133966,-0.13030724121639087,0.9830084957521239,-0.04497862759889436,2026-07-20 03:20
