i,sens,entree,extreme,vol_ratio,dist_atr,heure,time,resultat_R,quintile
54,1,46128.48,46121.98,1.3132530120481927,0.9168765743073047,2,2025-09-12 02:50:00,-1.0,3
57,1,46129.48,46123.23,1.7108433734939759,0.7709251101321586,3,2025-09-12 03:05:00,-1.0,4
60,-1,46137.48,46145.23,1.3253012048192772,0.9194915254237288,3,2025-09-12 03:20:00,2.0,3
123,1,46127.23,46111.98,1.6,1.954233409610984,8,2025-09-12 08:35:00,-1.0,3
190,1,46023.08,46016.08,0.7796610169491526,0.6436781609195402,14,2025-09-12 14:10:00,2.0,0
199,1,46010.08,46003.08,1.3872340425531915,0.5297297297297298,14,2025-09-12 14:55:00,2.0,3
200,1,46014.08,46007.08,1.8235294117647058,0.5212765957446809,15,2025-09-12 15:00:00,-1.0,4
203,1,46022.08,46007.83,1.09375,1.1565217391304348,15,2025-09-12 15:15:00,-1.0,2
206,1,46014.08,46002.08,3.188612099644128,0.9056603773584906,15,2025-09-12 15:30:00,2.0,4
217,-1,46032.58,46079.08,2.0723514211886305,3.0104046242774567,16,2025-09-12 16:25:00,2.0,4
218,1,46056.28,45984.58,7.526448362720403,3.4055979643764522,16,2025-09-12 16:30:00,-1.0,4
220,-1,46000.28,46079.28,5.4904761904761905,2.891503267973856,16,2025-09-12 16:40:00,1.0078019348798746,4
221,1,46028.53,45975.28,5.515439429928741,1.7147786083956298,16,2025-09-12 16:45:00,-1.0,4
224,-1,46042.28,46056.03,3.9548022598870056,0.37893700787401574,17,2025-09-12 17:00:00,-1.0,4
266,-1,45916.28,45941.28,0.764,1.3059701492537314,20,2025-09-12 20:30:00,-1.0,0
278,-1,45948.28,45954.78,1.1147540983606556,0.36730575176589303,21,2025-09-12 21:30:00,-1.0,2
280,-1,45946.28,45955.28,1.0724299065420562,0.5378868729989328,21,2025-09-12 21:40:00,-1.0,2
281,-1,45947.28,45954.28,1.091121495327103,0.40961337513061646,21,2025-09-12 21:45:00,-1.0,2
282,-1,45948.28,45968.03,1.144859813084112,1.1239837398373982,21,2025-09-12 21:50:00,2.0,2
283,-1,45923.28,45951.03,1.028312570781427,1.498553519768563,21,2025-09-12 21:55:00,2.0,2
294,1,45909.28,45875.28,1.76033934252386,1.1414868105515588,22,2025-09-12 22:50:00,-1.0,4
311,-1,45853.41,45859.91,1.1734693877551021,0.5490196078431373,1,2025-09-15 01:15:00,2.0,2
317,-1,45856.16,45860.66,0.45454545454545453,0.4516129032258065,1,2025-09-15 01:45:00,2.0,0
334,1,45829.41,45823.16,4.82,0.678294573643411,3,2025-09-15 03:10:00,-1.0,4
335,1,45826.91,45812.91,3.9166666666666665,1.4306569343065692,3,2025-09-15 03:15:00,2.0,4
338,1,45829.41,45812.41,1.7257142857142858,1.503949447077409,3,2025-09-15 03:30:00,2.0,4
341,1,45832.41,45823.16,0.7346938775510204,0.8144654088050314,3,2025-09-15 03:45:00,2.0,0
342,1,45835.91,45823.66,1.4448979591836735,1.0635658914728683,3,2025-09-15 03:50:00,2.0,3
344,-1,45840.66,45845.66,0.5447470817120622,0.4437400950871633,4,2025-09-15 04:00:00,-1.0,0
370,-1,45867.66,45870.66,0.9583333333333334,0.5508196721311476,6,2025-09-15 06:10:00,-1.0,1
371,-1,45869.41,45874.66,1.0851063829787233,0.939297124600639,6,2025-09-15 06:15:00,2.0,2
372,-1,45869.16,45871.16,0.3617021276595745,0.35782747603833864,6,2025-09-15 06:20:00,2.0,0
392,-1,45871.16,45875.41,1.641025641025641,0.9674796747967479,8,2025-09-15 08:00:00,-1.0,3
393,-1,45866.66,45872.66,1.6585365853658536,1.382716049382716,8,2025-09-15 08:05:00,-1.0,3
428,-1,45867.76,45914.76,3.589873417721519,2.5297962322183913,11,2025-09-15 11:00:00,-1.0,4
429,1,45900.01,45868.26,1.6381909547738693,1.5798827083703653,11,2025-09-15 11:05:00,0.7002209435016576,3
465,1,45899.01,45891.51,1.2584856396866841,0.6645569620253164,14,2025-09-15 14:05:00,2.0,3
469,1,45898.76,45893.76,0.9763313609467456,0.4567699836867863,14,2025-09-15 14:25:00,2.0,1
493,1,45893.51,45886.76,1.4429824561403508,0.4649446494464945,16,2025-09-15 16:25:00,-1.0,3
494,-1,45875.96,45951.01,6.584033613445378,3.7993129632978837,16,2025-09-15 16:30:00,-1.0,4
497,1,45912.46,45829.96,5.132947976878612,2.545174085500204,16,2025-09-15 16:45:00,-1.0,4
498,1,45937.46,45889.21,4.481617647058823,1.3749236718908937,16,2025-09-15 16:50:00,-1.0,4
499,-1,45934.21,45955.21,3.7513321492007106,0.5778301886792421,16,2025-09-15 16:55:00,2.0,4
512,-1,45924.46,45956.46,0.9178470254957507,0.7577167019027484,18,2025-09-15 18:00:00,2.0,1
518,1,45849.71,45798.46,0.9596774193548387,1.2291220556745182,18,2025-09-15 18:30:00,-1.0,1
545,-1,45884.96,45896.21,0.8502715283165244,0.4114957544088831,20,2025-09-15 20:45:00,2.0,1
557,1,45840.71,45804.71,1.4408260524225576,1.3714285714285714,21,2025-09-15 21:45:00,1.0410572687224122,3
564,-1,45872.71,45889.71,1.0240349599417333,0.5836480455147399,22,2025-09-15 22:20:00,-1.0,2
565,-1,45876.46,45886.21,0.8724928366762178,0.3457621966664988,22,2025-09-15 22:25:00,-1.0,1
570,-1,45874.71,45901.21,1.4367575122292104,0.8537960555082525,22,2025-09-15 22:50:00,-0.14039915977329814,3
572,-1,45882.91,45901.66,0.9436524100475221,0.6180396958067432,23,2025-09-15 23:00:00,0.08126233276625947,1
573,-1,45874.16,45886.66,0.5390359809911744,0.411784083956889,23,2025-09-15 23:05:00,-1.0,0
596,1,45861.77,45854.77,0.7125,0.9180327868852459,2,2025-09-16 02:00:00,2.0,0
646,-1,45913.27,45916.77,0.8133971291866029,0.4474885844748859,6,2025-09-16 06:10:00,-1.0,0
648,-1,45914.02,45917.52,0.7064676616915423,0.47572815533980584,6,2025-09-16 06:20:00,-1.0,0
670,-1,45932.52,45936.02,1.0827067669172932,0.599388379204893,8,2025-09-16 08:10:00,-1.0,2
673,-1,45931.52,45935.27,1.838235294117647,0.5675675675675677,8,2025-09-16 08:25:00,-1.0,4
676,-1,45935.27,45938.52,1.4264705882352942,0.441747572815534,8,2025-09-16 08:40:00,-1.0,3
685,-1,45935.37,45943.62,1.3300970873786409,0.8783269961977187,9,2025-09-16 09:25:00,2.0,3
687,1,45923.37,45912.37,0.9910714285714286,1.021558872305141,9,2025-09-16 09:35:00,-1.0,1
692,1,45922.37,45901.12,3.3593073593073592,1.7629629629629628,10,2025-09-16 10:00:00,-1.0,4
701,1,45928.87,45914.12,1.4868804664723032,0.9429223744292238,10,2025-09-16 10:45:00,-1.0,3
737,1,45897.87,45882.12,1.0700280112044818,1.2894736842105263,13,2025-09-16 13:45:00,-1.0,2
753,1,45885.12,45874.37,0.6204819277108434,0.9868852459016394,15,2025-09-16 15:05:00,-1.0,0
754,1,45889.12,45876.87,1.4539877300613497,1.1433333333333333,15,2025-09-16 15:10:00,-1.0,3
759,1,45891.37,45878.37,0.7609427609427609,1.085271317829382,15,2025-09-16 15:35:00,-1.0,0
769,-1,45902.87,45914.87,2.404301075268817,0.5734767025089378,16,2025-09-16 16:25:00,-1.0,4
771,-1,45871.07,45948.82,5.527494908350305,2.507486754204067,16,2025-09-16 16:35:00,2.0,4
773,1,45847.82,45771.82,4.732965009208103,1.8674857393593682,16,2025-09-16 16:45:00,-1.0,4
799,-1,45769.07,45779.57,0.8100858369098712,0.30737062205959226,18,2025-09-16 18:55:00,-1.0,0
802,-1,45753.57,45788.57,0.7204832509610104,1.078107810781078,19,2025-09-16 19:10:00,-1.0,0
808,-1,45766.57,45785.82,0.7861347285807717,0.6670792079207921,19,2025-09-16 19:40:00,-1.0,0
812,-1,45784.07,45805.32,0.853185595567867,0.776255707762557,20,2025-09-16 20:00:00,-1.0,1
825,-1,45785.57,45808.32,0.8697788697788698,0.9600602863602109,21,2025-09-16 21:05:00,-1.0,1
836,-1,45791.32,45810.82,1.0895091434071222,0.914572864321608,22,2025-09-16 22:00:00,2.0,2
844,1,45779.07,45749.82,1.5503421309872922,1.1835260115606936,22,2025-09-16 22:40:00,0.26391129032253186,3
858,-1,45806.52,45817.27,0.24219489120151372,0.6724754244861396,23,2025-09-16 23:50:00,-1.0,0
871,-1,45813.42,45819.17,0.48226950354609927,0.6110056925996205,1,2025-09-17 01:55:00,2.0,0
872,-1,45815.42,45820.67,0.640625,0.5787401574803149,2,2025-09-17 02:00:00,2.0,0
873,-1,45813.42,45817.92,0.5528455284552846,0.5466377440347071,2,2025-09-17 02:05:00,2.0,0
889,1,45802.42,45794.42,2.174757281553398,0.797153024911032,3,2025-09-17 03:25:00,-1.0,4
893,1,45800.17,45785.42,1.223021582733813,1.3452768729641695,3,2025-09-17 03:45:00,-1.0,3
894,1,45798.67,45794.42,1.0135135135135136,0.3857374392220422,3,2025-09-17 03:50:00,-1.0,2
945,1,45743.92,45727.92,2.051282051282051,2.228855721393035,8,2025-09-17 08:05:00,-1.0,4
956,-1,45747.02,45762.42,2.370860927152318,1.8764142732812676,9,2025-09-17 09:00:00,-1.0,4
960,1,45738.52,45723.27,1.5227272727272727,1.4148442677269577,9,2025-09-17 09:20:00,2.0,3
965,-1,45760.02,45765.02,0.9861751152073732,0.42643923240937787,9,2025-09-17 09:45:00,-1.0,1
970,-1,45761.02,45767.27,2.0521739130434784,0.4112808460634548,10,2025-09-17 10:10:00,-1.0,4
975,-1,45771.52,45784.02,1.8709677419354838,0.8641975308641976,10,2025-09-17 10:35:00,2.0,4
986,1,45752.02,45740.02,1.6320754716981132,0.8272601930274008,11,2025-09-17 11:30:00,-1.0,3
987,1,45749.02,45724.52,4.125874125874126,1.5497221343695322,11,2025-09-17 11:35:00,2.0,4
988,1,45756.52,45730.02,2.5799086757990866,1.558299731182832,11,2025-09-17 11:40:00,2.0,4
990,-1,45778.02,45786.27,1.5205479452054795,0.45147168041278385,11,2025-09-17 11:50:00,-1.0,3
991,-1,45777.02,45785.52,0.8036529680365296,0.4734810806509474,11,2025-09-17 11:55:00,-1.0,0
1000,-1,45782.52,45795.52,0.7562189054726368,0.9215189873417721,12,2025-09-17 12:40:00,-1.0,0
1014,1,45777.02,45773.02,1.075,0.4028776978417266,13,2025-09-17 13:50:00,-1.0,2
1017,1,45777.02,45755.02,1.0975609756097562,1.8470764617691153,14,2025-09-17 14:05:00,2.0,2
1027,-1,45790.27,45798.27,0.93125,0.6464646464646465,14,2025-09-17 14:55:00,-1.0,1
1028,-1,45794.02,45802.52,1.28125,0.6565517241379311,15,2025-09-17 15:00:00,-1.0,3
1063,-1,46072.22,46102.22,0.7826589595375723,0.7795823665893272,17,2025-09-17 17:55:00,-1.0,0
1067,-1,46082.22,46097.22,0.7319347319347319,0.4375,18,2025-09-17 18:15:00,-1.0,0
1076,-1,46096.22,46116.22,0.8709175738724728,0.629567172568859,19,2025-09-17 19:00:00,2.0,1
1077,-1,46068.22,46105.97,0.8218527315914489,1.186307519640853,19,2025-09-17 19:05:00,2.0,0
1102,-1,46065.97,46244.97,2.879194630872483,3.22190794548726,21,2025-09-17 21:10:00,-0.433823992297582,4
1103,-1,46089.97,46121.72,3.040867389491243,0.5203090249326917,21,2025-09-17 21:15:00,-1.0,4
1112,1,45977.72,45890.47,1.1881686595342984,0.5532656943563721,22,2025-09-17 22:00:00,1.225024669429617,2
1113,1,45998.97,45942.22,1.0980629539951574,0.34248642124321016,22,2025-09-17 22:05:00,-1.0,2
1191,-1,46162.4,46168.9,0.96875,0.6431095406360424,5,2025-09-18 05:35:00,-1.0,1
1198,-1,46167.65,46178.4,1.5852534562211982,1.0168918918918919,6,2025-09-18 06:10:00,2.0,3
1201,-1,46167.4,46176.65,0.967741935483871,0.961038961038961,6,2025-09-18 06:25:00,-1.0,1
1229,1,46150.65,46138.4,1.2690763052208835,1.0346907993966818,8,2025-09-18 08:45:00,-1.0,3
1233,1,46135.5,46129.0,2.0588235294117645,0.46487867177522346,9,2025-09-18 09:05:00,-1.0,4
1237,1,46133.0,46121.75,1.4250764525993884,0.7274826789838338,9,2025-09-18 09:25:00,-1.0,3
1238,1,46155.0,46112.0,1.872463768115942,2.4007976071784647,9,2025-09-18 09:30:00,2.0,4
1241,-1,46171.0,46183.5,1.063231850117096,0.7502679528403001,9,2025-09-18 09:45:00,-1.0,2
1243,-1,46178.25,46183.5,0.7363834422657952,0.328125,9,2025-09-18 09:55:00,-1.0,0
1257,-1,46228.0,46275.0,1.1538461538461537,1.7157757496740549,11,2025-09-18 11:05:00,-1.0,2
1292,1,46337.5,46313.5,2.4808184143222505,1.6531365313653137,14,2025-09-18 14:00:00,-1.0,4
1351,1,46115.2,46072.2,1.007007007007007,0.8587731811697575,18,2025-09-18 18:55:00,2.0,2
1368,-1,46218.45,46251.2,0.9258760107816711,1.0522088353413654,20,2025-09-18 20:20:00,2.0,1
1478,-1,46238.98,46255.23,1.356401384083045,1.3284671532846715,6,2025-09-19 06:30:00,2.0,3
1480,-1,46237.73,46247.23,1.0865051903114187,0.7131367292225201,6,2025-09-19 06:40:00,2.0,2
1485,1,46200.23,46187.23,2.865051903114187,0.637478108581436,7,2025-09-19 07:05:00,-1.0,4
1489,1,46200.23,46177.23,2.291891891891892,1.0688796680497925,7,2025-09-19 07:25:00,-1.0,4
1508,1,46174.83,46156.23,1.5048076923076923,1.2981056829510544,9,2025-09-19 09:00:00,-1.0,3
1509,1,46170.83,46165.83,1.6442307692307692,0.3498250874562744,9,2025-09-19 09:05:00,-1.0,3
1522,1,46100.83,46085.08,1.7662721893491125,0.5077720207253886,10,2025-09-19 10:10:00,2.0,4
1555,1,46161.83,46156.83,1.2884615384615385,0.3708609271523179,12,2025-09-19 12:55:00,-1.0,3
1556,1,46160.83,46148.83,1.375,0.869340232858991,13,2025-09-19 13:00:00,-1.0,3
1567,1,46164.83,46139.83,1.4621409921671018,1.5069967707212055,13,2025-09-19 13:55:00,2.0,3
1576,-1,46172.83,46188.83,0.7692307692307693,0.9411764705882353,14,2025-09-19 14:40:00,-1.0,0
1598,-1,46172.03,46297.08,5.569131832797428,3.641222961730512,16,2025-09-19 16:30:00,-1.0,4
1599,1,46163.78,46117.53,4.86412213740458,1.2444743417259203,16,2025-09-19 16:35:00,2.0,4
1600,-1,46130.03,46192.78,3.932944606413994,1.5243796633697648,16,2025-09-19 16:40:00,-1.0,4
1601,1,46241.28,46117.53,3.8813559322033897,2.506147837407772,16,2025-09-19 16:45:00,-1.0,4
1624,1,46153.03,46137.03,0.6689419795221843,0.41443108233117487,18,2025-09-19 18:40:00,2.0,0
1625,1,46158.03,46138.28,0.69166255550074,0.5075722808627811,18,2025-09-19 18:45:00,2.0,0
1664,-1,46310.28,46346.03,1.2587412587412588,1.3893129770992365,22,2025-09-19 22:00:00,-1.0,3
1666,-1,46318.03,46338.03,1.11864406779661,0.779401530967293,22,2025-09-19 22:10:00,-1.0,2
1672,-1,46317.53,46338.53,1.2285983066792099,0.7616580310880828,22,2025-09-19 22:40:00,-1.0,3
1675,-1,46313.48,46402.53,2.138863841298467,2.354263053535925,22,2025-09-19 22:55:00,0.8026901846329637,4
1692,1,46270.41,46263.66,0.7631578947368421,0.421875,1,2025-09-22 01:20:00,2.0,0
1712,1,46273.91,46256.66,3.2934782608695654,1.7724770642201835,3,2025-09-22 03:00:00,-1.0,4
1719,1,46258.41,46244.91,2.2318840579710146,1.0398899587345254,3,2025-09-22 03:35:00,-1.0,4
1721,1,46261.66,46249.16,1.2096219931271477,0.9090909090909091,3,2025-09-22 03:45:00,-1.0,3
1725,1,46260.16,46242.91,1.138755980861244,1.030949839914621,4,2025-09-22 04:05:00,-1.0,2
1744,-1,46254.41,46258.91,0.5641025641025641,0.4468085106382979,5,2025-09-22 05:40:00,-1.0,0
1747,-1,46253.66,46257.16,0.6053639846743295,0.448512585812357,5,2025-09-22 05:55:00,2.0,0
1844,1,46175.26,46163.26,1.9457831325301205,0.900804289544236,14,2025-09-22 14:00:00,-1.0,4
1849,1,46171.01,46161.26,1.2061538461538461,0.7155963302752294,14,2025-09-22 14:25:00,-1.0,2
1850,1,46176.26,46167.26,1.0180722891566265,0.6666666666666666,14,2025-09-22 14:30:00,-1.0,2
1855,1,46176.76,46160.26,1.4023668639053255,1.135135135135135,14,2025-09-22 14:55:00,-1.0,3
1871,1,46158.26,46140.26,1.119305856832972,1.1224944320712695,16,2025-09-22 16:15:00,-1.0,2
1877,1,46116.46,46084.46,4.93491124260355,1.0912190963341781,16,2025-09-22 16:45:00,2.0,4
1880,-1,46207.71,46222.71,4.7072243346007605,0.38957425099712245,17,2025-09-22 17:00:00,-1.0,4
1883,-1,46212.21,46241.46,2.4784313725490197,0.6591018831482345,17,2025-09-22 17:15:00,-1.0,4
1884,-1,46199.96,46234.46,1.3677902621722846,0.745025451180006,17,2025-09-22 17:20:00,-1.0,3
1916,-1,46396.46,46408.46,0.8955453149001537,0.4617541159332633,20,2025-09-22 20:00:00,-1.0,1
1919,-1,46385.46,46404.21,0.846930846930847,0.743984355071844,20,2025-09-22 20:15:00,-1.0,0
1920,-1,46396.46,46408.46,0.7740890688259109,0.46727672238756307,20,2025-09-22 20:20:00,-1.0,0
1927,-1,46392.46,46410.96,0.8705673758865248,0.7622579316028044,20,2025-09-22 20:55:00,-1.0,1
1928,-1,46376.46,46405.46,0.9566787003610109,1.1527541169789988,21,2025-09-22 21:00:00,-1.0,1
1946,-1,46440.46,46448.46,1.0053134962805526,0.3721919447029132,22,2025-09-22 22:30:00,-1.0,2
1948,-1,46441.46,46465.46,1.2241014799154335,1.0077379881230932,22,2025-09-22 22:40:00,2.0,3
1951,-1,46399.91,46452.46,2.063424947145877,2.0102740661801546,22,2025-09-22 22:55:00,-0.21274370838710968,4
1977,-1,46393.48,46399.48,0.7162162162162162,0.7516778523489933,2,2025-09-23 02:05:00,-1.0,0
2004,-1,46421.48,46429.73,0.8737864077669902,0.9726315789473684,4,2025-09-23 04:20:00,-1.0,1
2010,-1,46423.98,46434.48,1.3846153846153846,1.180722891566265,4,2025-09-23 04:50:00,2.0,3
2012,-1,46424.48,46429.48,1.0642201834862386,0.5622489959839357,5,2025-09-23 05:00:00,-1.0,2
2013,-1,46424.73,46428.73,0.9321266968325792,0.4507042253521127,5,2025-09-23 05:05:00,-1.0,1
2024,1,46417.98,46414.48,0.7272727272727273,0.4887780548628429,6,2025-09-23 06:00:00,2.0,0
2025,1,46420.98,46415.23,0.3923444976076555,0.8151898734177215,6,2025-09-23 06:05:00,-1.0,0
2059,-1,46419.48,46432.48,1.4444444444444444,1.2113144758735441,8,2025-09-23 08:55:00,-1.0,3
2072,-1,46418.58,46440.08,4.1692307692307695,1.5144654088050316,10,2025-09-23 10:00:00,-1.0,4
2074,-1,46427.08,46439.08,2.143884892086331,0.7619047619047619,10,2025-09-23 10:10:00,-1.0,4
2086,1,46425.08,46401.83,0.7540983606557377,1.477866061293984,11,2025-09-23 11:10:00,2.0,0
2087,-1,46425.08,46434.08,0.9467213114754098,0.5840092699884125,11,2025-09-23 11:15:00,-1.0,1
2128,-1,46444.58,46451.33,1.1927272727272726,0.5658682634730539,14,2025-09-23 14:40:00,-1.0,2
2146,1,46458.08,46446.08,0.9818181818181818,1.0909090909090908,16,2025-09-23 16:10:00,2.0,1
2149,-1,46459.33,46472.58,2.5513196480938416,1.092783505154639,16,2025-09-23 16:25:00,-1.0,4
2225,-1,46307.53,46332.03,1.093278463648834,0.8335358444714459,22,2025-09-23 22:45:00,-1.0,2
2245,-1,46341.8,46349.3,0.6428571428571429,0.6389970788704977,1,2025-09-24 01:25:00,-1.0,0
2268,1,46355.8,46323.3,3.135135135135135,2.7043090638930165,3,2025-09-24 03:20:00,0.521061234754135,4
2270,-1,46348.3,46362.3,1.7792207792207793,1.0551816958277256,3,2025-09-24 03:30:00,-1.0,4
2287,1,46349.3,46333.3,1.0,1.424483306836248,4,2025-09-24 04:55:00,2.0,1
2289,1,46348.3,46341.05,0.8198757763975155,0.6444444444444445,5,2025-09-24 05:05:00,2.0,0
2301,-1,46369.3,46373.8,0.7054545454545454,0.4931506849315068,6,2025-09-24 06:05:00,-1.0,0
2304,-1,46369.3,46373.55,0.4444444444444444,0.4927536231884058,6,2025-09-24 06:20:00,-1.0,0
2309,-1,46372.3,46375.3,0.7422680412371134,0.37583892617449666,6,2025-09-24 06:45:00,-1.0,0
2345,-1,46414.9,46419.4,1.160621761658031,0.5163934426229508,9,2025-09-24 09:45:00,-1.0,2
2346,-1,46405.9,46422.65,1.536231884057971,1.7370370370370372,9,2025-09-24 09:50:00,2.0,3
2388,1,46333.15,46328.4,1.0661764705882353,0.44407345575959933,13,2025-09-24 13:20:00,-1.0,2
2394,1,46333.9,46317.9,0.9737827715355806,1.4498381877022652,13,2025-09-24 13:50:00,2.0,1
2395,1,46335.9,46329.9,0.8528301886792453,0.5581395348837209,13,2025-09-24 13:55:00,2.0,1
2399,-1,46355.4,46364.9,1.2900763358778626,0.7846607669616519,14,2025-09-24 14:15:00,-1.0,3
2401,-1,46356.9,46361.15,1.0381679389312977,0.3520710059171598,14,2025-09-24 14:25:00,-1.0,2
2404,-1,46346.9,46360.65,1.6727272727272726,1.0591471801925723,14,2025-09-24 14:40:00,-1.0,3
2411,-1,46370.9,46382.4,1.508650519031142,0.8374512353706112,15,2025-09-24 15:15:00,-1.0,3
2422,-1,46369.9,46386.4,1.5,1.0198675496688743,16,2025-09-24 16:10:00,-1.0,3
2424,-1,46372.15,46380.9,0.7819905213270142,0.5331882480957563,16,2025-09-24 16:20:00,-1.0,0
2429,-1,46390.1,46445.35,4.814645308924485,1.7124197476201128,16,2025-09-24 16:45:00,2.0,4
2431,1,46377.1,46347.1,3.83982683982684,0.767894688728407,16,2025-09-24 16:55:00,-1.0,4
2432,1,46382.1,46336.35,4.335429769392033,1.0774665657330358,17,2025-09-24 17:00:00,-1.0,4
2433,1,46373.1,46347.85,4.046121593291405,0.576954463848542,17,2025-09-24 17:05:00,-1.0,4
2434,1,46375.1,46361.1,3.4254545454545453,0.3145057766367152,17,2025-09-24 17:10:00,-1.0,4
2443,1,46346.1,46328.1,1.0130010834236187,0.4468085106382979,17,2025-09-24 17:55:00,-1.0,2
2470,-1,46216.1,46242.6,1.0200607902735563,0.803030303030303,20,2025-09-24 20:10:00,2.0,2
2483,1,46169.1,46149.35,0.9008264462809917,0.6448979591836734,21,2025-09-24 21:15:00,-1.0,1
2507,-1,46181.3,46193.05,0.21204819277108433,0.48892851835338946,23,2025-09-24 23:15:00,-1.0,0
2508,-1,46178.3,46187.05,0.17028112449799196,0.3868013893274339,23,2025-09-24 23:20:00,-1.0,0
2519,1,46173.15,46167.9,0.6943396226415094,0.5915492957746479,1,2025-09-25 01:15:00,-1.0,0
2523,1,46172.4,46167.65,0.29245283018867924,0.5564853556485355,1,2025-09-25 01:35:00,-1.0,0
2584,-1,46225.4,46230.15,0.8551724137931035,0.8926174496644296,6,2025-09-25 06:40:00,-1.0,1
2586,-1,46225.4,46230.4,0.9007633587786259,0.9621993127147767,6,2025-09-25 06:50:00,-1.0,1
2589,-1,46225.15,46238.15,1.3870967741935485,2.044943820224719,7,2025-09-25 07:05:00,2.0,3
2642,-1,46167.75,46191.75,0.5149136577708007,1.3346573982125123,11,2025-09-25 11:30:00,2.0,0
2661,-1,46183.5,46193.0,0.9761388286334056,0.6927083333333334,13,2025-09-25 13:05:00,2.0,1
2664,-1,46178.0,46192.75,0.9722814498933902,1.015990159901599,13,2025-09-25 13:20:00,2.0,1
2665,1,46162.75,46155.25,1.4285714285714286,0.5017921146953405,13,2025-09-25 13:25:00,-1.0,3
2681,1,46087.0,46068.75,1.8173076923076923,0.856663872590109,14,2025-09-25 14:45:00,-1.0,4
2685,1,46081.75,46067.75,0.9962825278810409,0.5471039776692254,15,2025-09-25 15:05:00,-1.0,1
2690,1,46066.25,46048.5,1.8722358722358723,0.7253356684179832,15,2025-09-25 15:30:00,-1.0,4
2691,1,46060.25,46050.5,1.5550351288056206,0.3915662650602426,15,2025-09-25 15:35:00,-1.0,3
2708,1,46027.95,45933.45,2.2893175074183976,1.6189427312775388,17,2025-09-25 17:00:00,-1.0,4
2710,-1,46072.2,46120.95,1.8195592286501376,0.7789317507418424,17,2025-09-25 17:10:00,-1.0,4
2711,-1,46071.45,46098.45,1.8168044077134986,0.4199066874028007,17,2025-09-25 17:15:00,-1.0,4
2713,-1,46072.2,46120.95,0.933649289099526,0.7236005089058546,17,2025-09-25 17:25:00,-1.0,1
2720,-1,46058.95,46129.95,0.8015355086372361,1.2930081300813008,18,2025-09-25 18:00:00,2.0,0
2749,1,45965.45,45922.95,1.228956228956229,0.9392265193370166,20,2025-09-25 20:25:00,-1.0,3
2778,-1,45977.45,45997.95,1.2479286169534736,0.6132478632478632,22,2025-09-25 22:50:00,-1.0,3
2787,-1,45981.4,46010.15,0.3066004258339248,1.0585141354372123,23,2025-09-25 23:35:00,-1.0,0
2795,-1,46005.97,46012.22,0.30933333333333335,0.4018369690011481,1,2025-09-26 01:15:00,-1.0,0
2796,-1,46000.97,46011.47,0.46808510638297873,0.6837209302325581,1,2025-09-26 01:20:00,-1.0,0
2819,-1,45966.72,45987.72,2.063380281690141,1.356401384083045,3,2025-09-26 03:15:00,-1.0,4
2822,1,45954.97,45948.97,1.4785478547854785,0.38665132336018415,3,2025-09-26 03:30:00,2.0,3
2828,-1,45974.97,45990.97,2.032258064516129,0.9133537206931702,4,2025-09-26 04:00:00,-1.0,4
2835,-1,45993.97,45999.97,1.1710261569416498,0.3775280898876405,4,2025-09-26 04:35:00,2.0,2
2851,-1,45997.47,46003.72,0.7677725118483413,0.5263157894736842,5,2025-09-26 05:55:00,2.0,0
2876,1,45959.47,45940.47,1.4755043227665705,1.2881355932203389,8,2025-09-26 08:00:00,2.0,3
2878,1,45960.97,45953.72,1.23463687150838,0.5100502512562815,8,2025-09-26 08:10:00,2.0,3
2921,1,46057.57,46048.57,1.410459587955626,0.48601735776277727,11,2025-09-26 11:45:00,-1.0,3
2922,1,46054.57,46048.57,1.150554675118859,0.3439099283520982,11,2025-09-26 11:50:00,-1.0,2
2926,1,46058.57,46040.57,1.1296,1.0478170478170479,12,2025-09-26 12:10:00,-1.0,2
2927,1,46061.57,46050.07,1.0464,0.6694386694386695,12,2025-09-26 12:15:00,-1.0,2
2932,1,46056.82,46042.57,0.7399030694668821,0.7893175074183977,12,2025-09-26 12:40:00,-1.0,0
2933,1,46054.57,46048.57,0.7317073170731707,0.328125,12,2025-09-26 12:45:00,-1.0,0
2950,-1,46035.57,46049.57,1.1039260969976905,0.9423076923076923,14,2025-09-26 14:10:00,-1.0,2
2951,1,46026.82,46018.57,1.371824480369515,0.565483476132191,14,2025-09-26 14:15:00,-1.0,3
2953,1,46025.57,46004.57,1.1363636363636365,1.3548387096774193,14,2025-09-26 14:25:00,2.0,2
2954,1,46024.57,46017.57,1.0136363636363637,0.46226415094339623,14,2025-09-26 14:30:00,2.0,2
2960,-1,46043.57,46051.32,1.3154362416107384,0.5377942998760842,15,2025-09-26 15:00:00,-1.0,3
2978,-1,46208.27,46235.77,3.7373068432671084,0.7575757575757619,16,2025-09-26 16:30:00,-1.0,4
2985,-1,46181.77,46286.77,2.101766784452297,1.755328676338892,17,2025-09-26 17:05:00,-1.0,4
2991,1,46133.52,46066.77,0.9102144674663759,0.9196024404644781,17,2025-09-26 17:35:00,2.0,1
3037,-1,46323.77,46342.77,0.9252782193958664,0.642512077294686,21,2025-09-26 21:25:00,-1.0,1
3040,-1,46330.77,46347.77,0.7560137457044673,0.6145900581020013,21,2025-09-26 21:40:00,2.0,0
3050,1,46272.77,46256.77,1.1126885536823425,0.6544923301680058,22,2025-09-26 22:30:00,-1.0,2
