symbole,signaux,remplis,exp_global,wr_global,pf_global,monotone,delta_haut_bas,p_value,delta_ajuste_heure,date,exp_A+,n_A+,exp_A,n_A,exp_B,n_B,exp_C,n_C
XAUUSD,2363,867,0.0296474627593324,0.5051903114186851,1.061562933766477,False,0.0051129238156457715,0.49050316561146284,0.22193814199108006,2026-07-20 04:00,0.07519419333730355,259,0.018902286802274123,382,-0.021631621923514102,159,0.03653445470671045,67
