i,time,heure,sens,phase,score,grade,entry,sl,tp,risque,atr,f_fib,f_kijun,f_rsi,f_fvg,f_ob,f_rr,rempli,bar_fill,resultat_R
105,2024-01-05 13:15:00,13,-1,MARKDOWN,5,A,2044.02216,2049.0908092658824,2031.350536835294,5.068649265882414,1.6416185317649032,0,1,1,1,0,1,True,116,0.5
123,2024-01-05 17:45:00,17,1,MARKUP,5,A,2039.53956,2021.7810034866334,2083.935951283416,17.758556513366557,5.277993026733366,0,1,0,1,1,1,False,-1,
135,2024-01-05 20:45:00,20,1,MARKUP,6,A+,2039.53956,2022.3199438226322,2082.588600443419,17.219616177367698,4.20011235473573,0,1,1,1,1,1,False,-1,
176,2024-01-08 08:00:00,8,-1,MARKDOWN,5,A,2049.86218,2065.1295813805204,2011.6936765486992,15.267401380520369,2.2591627610408906,0,1,0,1,1,1,False,-1,
188,2024-01-08 11:00:00,11,-1,MARKDOWN,6,A+,2041.4264799999999,2051.5172357799447,2016.1995905501376,10.090755779944857,2.3344715598899453,0,1,1,1,1,1,False,-1,
200,2024-01-08 14:00:00,14,-1,MARKDOWN,5,A,2035.21258,2047.8767575524917,2003.5521361187705,12.664177552491765,2.5535151049833194,0,1,0,1,1,1,True,216,0.40449369718383865
212,2024-01-08 17:00:00,17,-1,MARKDOWN,4,B,2035.21258,2048.2751705231303,2002.5561036921738,13.062590523130439,3.3503410462606316,0,0,0,1,1,1,True,216,0.3921565168049338
282,2024-01-09 11:30:00,11,1,MARKUP,5,A,2030.7407400000002,2025.0258901252369,2045.0278646869085,5.714849874763331,2.208219749526404,0,1,1,0,1,1,False,-1,
294,2024-01-09 14:30:00,14,1,MARKUP,5,A,2030.8668,2025.1421530511957,2045.1784173720107,5.72464694880432,1.975693897608614,0,1,0,1,1,1,True,307,-1.0
313,2024-01-09 19:15:00,19,-1,MARKDOWN,6,A+,2035.88002,2043.3169371602833,2017.2877270992922,7.436917160283201,2.733874320566223,0,1,1,1,1,1,False,-1,
360,2024-01-10 08:00:00,8,-1,MARKDOWN,5,A,2034.0478799999999,2040.8985076369718,2016.92131090757,6.850627636971922,1.737015273943515,0,1,1,0,1,1,True,368,0.8124476944488308
380,2024-01-10 13:00:00,13,1,MARKUP,5,A,2030.1227800000001,2022.943445450838,2048.0711163729056,7.179334549162149,1.9131090983240513,0,1,0,1,1,1,True,391,-1.0
392,2024-01-10 16:00:00,16,1,MARKUP,4,B,2030.1227800000001,2022.880754263509,2048.227844341228,7.242025736491087,2.0384914729818644,1,0,0,0,1,1,True,393,-1.0
404,2024-01-10 19:00:00,19,-1,MARKDOWN,5,A,2033.96722,2041.3771348064,2015.4424329840003,7.409914806399911,2.3742696127994978,0,1,0,1,1,1,False,-1,
452,2024-01-11 08:00:00,8,1,MARKUP,5,A,2026.0281,2019.6893807158044,2041.874898210489,6.338719284195577,1.5612385683910341,0,1,1,0,1,1,False,-1,
464,2024-01-11 11:00:00,11,1,MARKUP,3,C,2026.2955,2019.6296471197784,2042.9601322005537,6.665852880221564,1.6807057604430755,0,0,0,0,1,1,True,482,0.5368537467696186
476,2024-01-11 14:00:00,14,1,MARKUP,5,A,2027.15452,2021.1192031294377,2042.242812176406,6.035316870562383,1.481593741124306,0,1,0,1,1,1,True,482,0.5
