symbole,signaux,remplis,exp_global,wr_global,pf_global,monotone,delta_haut_bas,p_value,delta_ajuste_heure,date,exp_A+,n_A+,exp_A,n_A,exp_B,n_B,exp_C,n_C
US30,2235,1009,0.033331927152556826,0.5074331020812686,1.0692158913201502,False,0.023513738088845933,0.44018660446517827,0.1379900413006255,2026-07-20 03:37,0.10046903583419581,318,-0.03799519050584443,441,0.10089673667950536,185,-0.003496248784238723,65
XAUUSD,2166,815,0.10076312120288622,0.5496932515337424,1.2318598937682674,False,0.002262469075304696,0.47917360879706766,-0.23520273301995676,2026-07-20 03:37,0.07552253153407165,242,0.10224065370158768,376,0.14236202677159543,147,0.08951574843770876,50
