symbole,signaux,remplis,exp_global,wr_global,pf_global,monotone,delta_haut_bas,p_value,delta_ajuste_heure,date,exp_A+,n_A+,exp_A,n_A,exp_B,n_B,exp_C,n_C
XAUUSD,2061,700,0.06332082564302913,0.54,1.1398515774035693,False,-0.11892082631519232,0.8413862045984671,-0.23336499811295744,2026-07-20 04:00,0.0746639314718181,200,0.09395386512148962,286,-0.1082106245013222,132,0.2049364471364056,82
