i,time,heure,sens,phase,score,grade,entry,sl,tp,risque,atr,f_fib,f_kijun,f_rsi,f_fvg,f_ob,f_rr,rempli,bar_fill,resultat_R
51973,2026-06-10 14:00:00,14,1,MARKUP,4,B,115.092534,114.9913409127817,115.34551671804576,0.10119308721830578,0.02131817443660934,0,1,0,1,0,1,True,51991,0.6933743603375112
51985,2026-06-10 15:00:00,15,1,MARKUP,5,A,115.116096,115.01659878203388,115.3648390449153,0.09949721796611755,0.024802435932223147,0,0,1,1,1,1,True,51991,1.2180765770196773
51999,2026-06-10 16:10:00,16,1,MARKUP,5,A,115.153794,115.06939931791734,115.36478070520666,0.08439468208266021,0.04120136416530458,0,1,1,0,1,1,False,-1,
52011,2026-06-10 17:10:00,17,1,MARKUP,5,A,115.19505,115.06407530302067,115.52248674244831,0.1309746969793224,0.05184939395865012,0,1,0,1,1,1,True,52012,-1.0
52023,2026-06-10 18:10:00,18,1,MARKUP,4,B,115.19505,115.06551654294258,115.51888364264354,0.1295334570574198,0.04896691411484802,1,0,0,0,1,1,True,52024,-1.0
52190,2026-06-11 08:05:00,8,1,MARKUP,6,A+,115.14111,115.09413271723919,115.25855320690201,0.046977282760806816,0.013734565521602956,0,1,1,1,1,1,True,52201,-1.0
52207,2026-06-11 09:30:00,9,-1,MARKDOWN,6,A+,115.168946,115.21395942917783,115.05641242705543,0.04501342917782836,0.015918858355649487,0,1,1,1,1,1,False,-1,
52219,2026-06-11 10:30:00,10,-1,MARKDOWN,6,A+,115.12278,115.2147988997123,114.89273275071926,0.0920188997123006,0.023597799424606485,0,1,1,1,1,1,False,-1,
52231,2026-06-11 11:30:00,11,-1,MARKDOWN,6,A+,115.092602,115.21395699724623,114.78921450688443,0.12135499724622889,0.02191399449244269,0,1,1,1,1,1,False,-1,
52249,2026-06-11 13:00:00,13,-1,MARKDOWN,4,B,115.059446,115.2028862247805,114.70084543804873,0.14344022478050533,0.021772449561012586,0,1,1,0,0,1,False,-1,
52261,2026-06-11 14:00:00,14,-1,MARKDOWN,5,A,115.019288,115.14907401076024,114.6948229730994,0.12978601076024177,0.01814802152047706,0,1,0,1,1,1,False,-1,
52273,2026-06-11 15:00:00,15,-1,MARKDOWN,4,B,114.959342,115.053407041347,114.72417939663252,0.0940650413469939,0.02081408269397833,0,0,1,0,1,1,False,-1,
52285,2026-06-11 16:00:00,16,-1,MARKDOWN,5,A,114.88998199999999,114.98008706726723,114.66471933183188,0.09010506726724543,0.028174134534476376,0,1,1,0,1,1,False,-1,
52297,2026-06-11 17:00:00,17,-1,MARKDOWN,6,A+,114.77608599999999,114.91827434662802,114.42061513342992,0.14218834662803204,0.03454869325606763,0,1,1,1,1,1,False,-1,
52309,2026-06-11 18:00:00,18,-1,MARKDOWN,5,A,114.72926799999999,114.91357099662257,114.26851050844354,0.1843029966225771,0.04314199324515176,0,1,0,1,1,1,False,-1,
52321,2026-06-11 19:00:00,19,-1,MARKDOWN,4,B,114.72926799999999,114.90957106912907,114.27851032717729,0.18030306912908145,0.03514213825814431,0,0,0,1,1,1,False,-1,
52335,2026-06-11 20:10:00,20,-1,MARKDOWN,6,A+,114.708874,114.87292836300358,114.29873809249102,0.16405436300358645,0.027856726007178166,0,1,1,1,1,1,False,-1,
52477,2026-06-12 08:00:00,8,1,MARKUP,4,B,114.618952,114.55910788673287,114.7685622831678,0.05984411326711836,0.015784226534246455,0,1,1,0,0,1,False,-1,
52489,2026-06-12 09:00:00,9,1,MARKUP,5,A,114.618952,114.5577975295635,114.77183817609122,0.06115447043649169,0.018404940872977907,0,1,1,0,1,1,True,52506,-1.0
52501,2026-06-12 10:00:00,10,1,MARKUP,5,A,114.676526,114.62897420733938,114.79540548165153,0.047551792660613046,0.024051585321247525,0,1,0,1,1,1,True,52503,-1.0
52517,2026-06-12 11:20:00,11,-1,MARKDOWN,6,A+,114.624366,114.75203845752635,114.3051848561841,0.12767245752635858,0.036076915052704196,0,1,1,1,1,1,False,-1,
52537,2026-06-12 13:00:00,13,-1,MARKDOWN,5,A,114.61367,114.75079068149107,114.27086829627233,0.13712068149106926,0.033581362982158434,0,1,1,0,1,1,False,-1,
52549,2026-06-12 14:00:00,14,-1,MARKDOWN,5,A,114.61367,114.7489032318912,114.27558692027199,0.13523323189120617,0.029806463782430303,0,0,1,1,1,1,True,52569,-1.0
52584,2026-06-12 16:55:00,16,1,MARKUP,6,A+,114.520994,114.40102167784842,114.82092480537895,0.11997232215158249,0.03595664430316762,0,1,1,1,1,1,False,-1,
52596,2026-06-12 17:55:00,17,1,MARKUP,5,A,114.56223,114.43921555397638,114.86976611505904,0.12301444602361755,0.04356889204724282,0,1,1,0,1,1,False,-1,
52608,2026-06-12 18:55:00,18,1,MARKUP,5,A,114.574454,114.44285533415965,114.9034506646009,0.1315986658403574,0.03628933168070303,0,1,0,1,1,1,False,-1,
52620,2026-06-12 19:55:00,19,1,MARKUP,4,B,114.59608399999999,114.48067136884585,114.88461557788534,0.11541263115414324,0.030657262308308612,0,0,1,0,1,1,True,52633,-1.0
52765,2026-06-15 08:00:00,8,1,MARKUP,6,A+,114.58857,114.52703089364718,114.74241776588207,0.061539106352825,0.01993821270566008,0,1,1,1,1,1,True,52778,-1.0
52796,2026-06-15 10:35:00,10,-1,MARKDOWN,5,A,114.638948,114.72254838530871,114.42994703672821,0.0836003853087135,0.02509677061745056,0,1,0,1,1,1,False,-1,
52808,2026-06-15 11:35:00,11,-1,MARKDOWN,4,B,114.637038,114.72283221934111,114.42255245164722,0.08579421934111053,0.025664438682248568,0,0,0,1,1,1,False,-1,
52828,2026-06-15 13:15:00,13,1,MARKUP,5,A,114.591962,114.508800870591,114.79986482352248,0.08316112940899245,0.020398258818010995,0,1,1,0,1,1,True,52840,-1.0
52849,2026-06-15 15:00:00,15,-1,MARKDOWN,6,A+,114.593778,114.6506597600204,114.451573599949,0.056881760020402794,0.02131952004079147,0,1,1,1,1,1,True,52854,1.75
52862,2026-06-15 16:05:00,16,-1,MARKDOWN,4,B,114.60371,114.65063758013095,114.48639104967265,0.04692758013094078,0.02127516026188505,0,1,1,0,0,1,True,52884,0.5
52874,2026-06-15 17:05:00,17,-1,MARKDOWN,6,A+,114.581936,114.65428308378061,114.40106829054847,0.07234708378061327,0.02856616756120944,0,1,1,1,1,1,True,52884,0.0682266615606614
52888,2026-06-15 18:15:00,18,-1,MARKDOWN,5,A,114.55405,114.65677027312003,114.29724931719994,0.10272027312002763,0.03354054624007107,1,0,0,1,1,1,True,52889,-0.028718770992279274
52901,2026-06-15 19:20:00,19,-1,MARKDOWN,5,A,114.54354400000001,114.63765245345584,114.30827286636043,0.09410845345583141,0.029304906911686555,1,0,1,0,1,1,True,52902,-1.0
52918,2026-06-15 20:45:00,20,1,MARKUP,4,B,114.499804,114.403265569336,114.74115007665999,0.09653843066399759,0.02346886132799933,0,1,0,0,1,1,False,-1,
53053,2026-06-16 08:00:00,8,-1,MARKDOWN,4,B,114.46845400000001,114.56044386115495,114.23847934711264,0.09198986115494279,0.02888772230987855,0,1,0,1,0,1,False,-1,
53065,2026-06-16 09:00:00,9,-1,MARKDOWN,6,A+,114.427048,114.4907105560071,114.26789160998224,0.06366255600710247,0.02342111201419085,0,1,1,1,1,1,True,53079,-1.0
