i,time,heure,sens,phase,score,grade,entry,sl,tp,risque,atr,f_fib,f_kijun,f_rsi,f_fvg,f_ob,f_rr,rempli,bar_fill,resultat_R
1900,2025-10-07 17:00:00,17,1,MARKUP,3,B,150.834734,150.67413266974708,151.2362373256323,0.16060133025291634,0.06373466050580774,0,1,1,0,1,1,False,-1,
1912,2025-10-07 18:00:00,18,1,MARKUP,1,C,150.897,150.67126798593827,151.46133003515428,0.2257320140617196,0.0694640281234175,0,1,0,0,0,1,False,-1,
1924,2025-10-07 19:00:00,19,1,MARKUP,2,C,150.91368599999998,150.69838745256354,151.4519323685911,0.21529854743644705,0.06922509487294712,0,1,1,0,0,1,False,-1,
1936,2025-10-07 20:00:00,20,1,MARKUP,1,C,150.991996,150.69907142741297,151.72430743146757,0.292924572587026,0.06785714517406441,0,1,0,0,0,1,False,-1,
2094,2025-10-08 09:10:00,9,1,MARKUP,2,C,152.416722,152.2360155609981,152.8684880975047,0.18070643900188088,0.07796887800378706,0,1,1,0,0,1,True,2095,1.75
2108,2025-10-08 10:20:00,10,1,MARKUP,3,B,152.40508400000002,152.2645467688025,152.75642707799383,0.14053723119752703,0.08090646239502501,0,1,1,0,1,1,True,2110,0.5475374525506989
2122,2025-10-08 11:30:00,11,1,MARKUP,2,C,152.37456600000002,152.21520689121627,152.77296377195938,0.1593591087837467,0.079586217567425,0,1,1,0,0,1,False,-1,
2140,2025-10-08 13:00:00,13,1,MARKUP,1,C,152.539972,152.21410836453737,153.35463108865662,0.32586363546263897,0.08178327092524214,0,1,0,0,0,1,False,-1,
2152,2025-10-08 14:00:00,14,1,MARKUP,0,C,152.539972,152.20860598668494,153.36838703328766,0.331366013315062,0.09278802663007502,0,0,0,0,0,1,True,2174,0.9539480351901348
2210,2025-10-08 18:50:00,18,1,MARKUP,3,B,152.752376,152.61767803865646,153.08912090335883,0.13469796134353373,0.06464392268708515,1,1,1,0,0,1,True,2211,0.8282971043665851
2222,2025-10-08 19:50:00,19,1,MARKUP,2,C,152.537732,152.35023814137276,153.00646664656813,0.1874938586272492,0.049523717254489175,0,1,1,0,0,1,False,-1,
2234,2025-10-08 20:50:00,20,1,MARKUP,2,C,152.55263,152.3553418316842,153.04585042078946,0.19728816831579365,0.03931633663161895,0,1,1,0,0,1,False,-1,
2368,2025-10-09 08:00:00,8,-1,MARKDOWN,0,C,152.629716,152.7890800212505,152.23130594687376,0.15936402125049653,0.042160042500989967,0,0,0,0,0,1,True,2379,-1.0
2383,2025-10-09 09:15:00,9,1,MARKUP,2,C,152.624504,152.37446505278845,153.2496013680289,0.25003894721155007,0.06306989442310357,0,1,1,0,0,1,False,-1,
2395,2025-10-09 10:15:00,10,1,MARKUP,2,C,152.688096,152.36539750601307,153.49484223496734,0.32269849398693395,0.08920498797383464,0,1,0,1,0,1,True,2416,-1.0
2407,2025-10-09 11:15:00,11,1,MARKUP,1,C,152.743286,152.4091548928914,153.57861376777157,0.33413110710861815,0.07769021421725389,0,1,0,0,0,1,True,2416,-1.0
2468,2025-10-09 16:20:00,16,-1,MARKDOWN,1,C,152.720854,153.18378433820425,151.5635281544894,0.4629303382042451,0.15956867640846062,1,0,0,0,0,1,True,2470,-1.0
2480,2025-10-09 17:20:00,17,1,MARKUP,2,C,152.487966,152.0380082011097,153.61286049722574,0.44995779889029563,0.12598359778056456,0,1,1,0,0,1,False,-1,
2492,2025-10-09 18:20:00,18,1,MARKUP,2,C,152.51547,152.04668110125044,153.68744224687387,0.4687888987495512,0.10863779749913889,0,1,1,0,0,1,False,-1,
2504,2025-10-09 19:20:00,19,1,MARKUP,1,C,152.535334,152.05747515374765,153.7299811156309,0.4778588462523601,0.08704969250470732,0,1,0,0,0,1,False,-1,
2516,2025-10-09 20:20:00,20,1,MARKUP,0,C,152.535334,152.06036944327263,153.72274539181842,0.4749645567273717,0.08126111345470959,0,0,0,0,0,1,False,-1,
2656,2025-10-10 08:00:00,8,-1,MARKDOWN,2,C,152.96354,153.19284250793055,152.39028373017362,0.22930250793055507,0.0536850158611047,0,1,1,0,0,1,False,-1,
2675,2025-10-10 09:35:00,9,-1,MARKDOWN,2,C,152.794442,153.0916827393004,152.051340151749,0.2972407393004062,0.08336547860081252,0,0,1,0,1,1,True,2676,0.5
