i,time,heure,sens,phase,score,grade,entry,sl,tp,risque,atr,f_fib,f_kijun,f_rsi,f_fvg,f_ob,f_rr,rempli,bar_fill,resultat_R
174,2025-09-12 15:30:00,15,-1,MARKDOWN,3,B,3646.09008,3652.4858017321544,3630.1007756696135,6.39572173215447,2.4316034643086395,0,1,1,0,1,1,True,180,-1.0
187,2025-09-12 16:35:00,16,1,MARKUP,2,C,3643.22226,3636.3067181465763,3660.5111146335594,6.915541853423747,2.8065637068474913,0,1,1,0,0,1,True,206,0.8409652907402219
199,2025-09-12 17:35:00,17,1,MARKUP,1,C,3644.42818,3636.9303410282982,3663.172777429254,7.49783897170164,2.7793179434038207,0,1,0,0,0,1,True,206,-1.0
211,2025-09-12 18:35:00,18,1,MARKUP,2,C,3644.42818,3637.0802100798796,3662.7981048003003,7.347969920120249,2.479579840241425,1,0,0,1,0,1,True,215,-1.0
230,2025-09-12 20:10:00,20,1,MARKUP,3,B,3644.42818,3637.540243914949,3661.6480202126277,6.887936085051024,1.5595121701022014,0,1,1,1,0,1,False,-1,
360,2025-09-15 08:00:00,8,1,MARKUP,2,C,3634.33336,3625.7617697706123,3655.7623355734695,8.571590229387766,1.4964604587756338,0,1,1,0,0,1,True,384,0.9701421780169979
372,2025-09-15 09:00:00,9,1,MARKUP,0,C,3634.33336,3625.768378782045,3655.7458130448877,8.564981217954937,1.483242435909848,0,0,0,0,0,1,True,384,0.970504954647851
384,2025-09-15 10:00:00,10,-1,MARKDOWN,2,C,3642.03928,3647.947813897916,3627.2679452552093,5.908533897916186,1.9156277958327634,0,1,1,0,0,1,True,392,0.608462536073033
405,2025-09-15 11:45:00,11,-1,MARKDOWN,3,B,3641.9055799999996,3647.9736073550107,3626.735511612472,6.068027355011054,1.9672147100222428,1,0,1,0,1,1,True,406,0.5945949214561952
425,2025-09-15 13:25:00,13,1,MARKUP,2,C,3638.54286,3632.6069947164865,3653.382523208784,5.935865283513522,2.1460105670265506,0,1,1,0,0,1,True,447,1.75
437,2025-09-15 14:25:00,14,1,MARKUP,1,C,3638.54286,3632.6619230298666,3653.2452024253334,5.880936970133462,2.0361539402663498,0,1,0,0,0,1,True,447,1.75
