i,time,heure,sens,phase,score,grade,entry,sl,tp,risque,atr,f_fib,f_kijun,f_rsi,f_fvg,f_ob,f_rr,rempli,bar_fill,resultat_R
29831,2026-02-13 14:05:00,14,-1,MARKDOWN,4,B,4968.23204,4993.716603569501,4904.520631076248,25.484563569501006,8.353207139001935,0,1,0,1,0,1,True,29833,-1.0
29850,2026-02-13 15:40:00,15,1,MARKUP,5,A,4958.903240000001,4928.9520804986905,5033.781138753276,29.95115950131003,9.6158390026185,0,1,0,1,1,1,False,-1,
29862,2026-02-13 16:40:00,16,1,MARKUP,5,A,4963.0976,4927.601821946053,5051.837045134867,35.495778053947106,12.316356107894388,0,1,0,1,1,1,False,-1,
29874,2026-02-13 17:40:00,17,1,MARKUP,5,A,4966.91378,4927.963906120531,5064.288464698673,38.94987387946912,11.592187758939245,0,1,0,1,1,1,False,-1,
29886,2026-02-13 18:40:00,18,1,MARKUP,5,A,4975.5035,4933.623450257576,5080.203624356059,41.88004974242358,11.753099484848423,0,1,0,1,1,1,False,-1,
29898,2026-02-13 19:40:00,19,1,MARKUP,4,B,4986.7881800000005,4953.112646847893,5070.977012880268,33.675533152107164,9.294706304213411,0,1,0,1,0,1,False,-1,
29910,2026-02-13 20:40:00,20,1,MARKUP,5,A,4991.16362,4961.107258579182,5066.304523552047,30.056361420818575,7.465482841636389,0,1,1,0,1,1,False,-1,
30034,2026-02-16 08:00:00,8,-1,MARKDOWN,3,C,5005.72386,5033.632624463574,4935.951948841066,27.90876446357379,4.805248927149054,0,0,1,0,0,1,True,30054,0.9481362840810785
30075,2026-02-16 11:25:00,11,1,MARKUP,4,B,4984.2285,4962.288742026668,5039.077894933331,21.939757973332235,4.342515946664505,0,1,0,0,1,1,False,-1,
30094,2026-02-16 13:00:00,13,1,MARKUP,3,C,4997.26534,4982.776688577742,5033.486968555645,14.488651422258044,4.246622844514959,0,0,0,0,1,1,True,30109,-1.0
30119,2026-02-16 15:05:00,15,-1,MARKDOWN,4,B,5007.97212,5019.175610920882,4979.963392697797,11.20349092088145,3.811221841762608,0,0,0,1,1,1,False,-1,
30131,2026-02-16 16:05:00,16,-1,MARKDOWN,4,B,5006.715340000001,5019.3725299570115,4975.072365107473,12.657189957010814,4.205059914021894,0,1,0,0,1,1,False,-1,
30143,2026-02-16 17:05:00,17,-1,MARKDOWN,6,A+,4995.7552399999995,5015.16569602863,4947.229099928423,19.410456028630506,5.831392057260926,0,1,1,1,1,1,False,-1,
30155,2026-02-16 18:05:00,18,-1,MARKDOWN,6,A+,4993.20908,5010.54809801224,4949.861534969398,17.339018012240558,4.8361960244793964,0,1,1,1,1,1,True,30166,1.75
30280,2026-02-17 08:00:00,8,-1,MARKDOWN,5,A,4927.0836,4976.711316678745,4803.014308303138,49.627716678744946,11.242633357490247,0,1,0,1,1,1,False,-1,
30292,2026-02-17 09:00:00,9,-1,MARKDOWN,4,B,4927.0836,4975.616645492543,4805.750986268642,48.53304549254335,9.053290985085695,0,0,1,0,1,1,True,30306,0.9222220223205562
30367,2026-02-17 15:15:00,15,-1,MARKDOWN,5,A,4930.35386,4947.460592787653,4887.587028030868,17.106732787652618,6.121185575306167,0,1,1,0,1,1,False,-1,
30379,2026-02-17 16:15:00,16,-1,MARKDOWN,5,A,4905.36342,4950.958357364138,4791.376076589655,45.59493736413788,13.11671472827567,1,0,0,1,1,1,True,30382,0.8126290615159584
30391,2026-02-17 17:15:00,17,-1,MARKDOWN,5,A,4905.36342,4952.393405019052,4787.788457452369,47.02998501905222,15.986810038105041,0,1,0,1,1,1,False,-1,
30403,2026-02-17 18:15:00,18,-1,MARKDOWN,4,B,4905.36342,4951.033384285301,4791.188509286747,45.66996428530092,13.266768570601862,0,0,1,0,1,1,False,-1,
30415,2026-02-17 19:15:00,19,-1,MARKDOWN,4,B,4905.19656,4949.770491744315,4793.761730639213,44.573931744314905,11.280983488630138,0,1,0,0,1,1,True,30435,0.7884439323306167
30556,2026-02-18 08:00:00,8,1,MARKUP,4,B,4904.04946,4879.514680041215,4965.386409896963,24.534779958785293,3.970639917570657,0,1,0,1,0,1,False,-1,
30568,2026-02-18 09:00:00,9,1,MARKUP,4,B,4912.46662,4893.084051819104,4960.92304045224,19.38256818089576,4.071896361790577,0,1,0,1,0,1,False,-1,
30636,2026-02-18 14:40:00,14,1,MARKUP,6,A+,4917.61148,4904.05819453998,4951.494693650049,13.553285460019652,4.843610920039503,0,1,1,1,1,1,False,-1,
30648,2026-02-18 15:40:00,15,1,MARKUP,4,B,4930.36646,4903.164522297867,4998.371304255334,27.201937702133364,6.630955404264618,0,1,0,1,0,1,False,-1,
30660,2026-02-18 16:40:00,16,1,MARKUP,6,A+,4936.9445,4902.462764150615,5023.148839623462,34.48173584938468,8.034471698769527,0,1,1,1,1,1,False,-1,
30672,2026-02-18 17:40:00,17,1,MARKUP,5,A,4945.631179999999,4902.638122493274,5053.113823766813,42.99305750672556,7.683755013451712,0,1,0,1,1,1,False,-1,
30684,2026-02-18 18:40:00,18,1,MARKUP,5,A,4945.631179999999,4903.404686741244,5051.197413146887,42.226493258755,6.150626517510876,0,1,1,1,0,1,False,-1,
30696,2026-02-18 19:40:00,19,1,MARKUP,4,B,4959.95646,4925.93791173164,5045.002830670901,34.018548268360064,4.984176536720062,0,0,1,1,0,1,False,-1,
30832,2026-02-19 08:00:00,8,1,MARKUP,6,A+,4975.9906,4959.722672595697,5016.660418510757,16.26792740430301,3.274654808605532,0,1,1,1,1,1,False,-1,
30844,2026-02-19 09:00:00,9,1,MARKUP,6,A+,4986.6026,4964.071687392833,5042.929881517917,22.53091260716701,3.5766252143336072,0,1,1,1,1,1,False,-1,
30856,2026-02-19 10:00:00,10,1,MARKUP,5,A,4987.8018,4965.047430529545,5044.687723676139,22.754369470455458,3.5651389409108774,0,1,0,1,1,1,False,-1,
30868,2026-02-19 11:00:00,11,1,MARKUP,5,A,4994.19404,4975.015077512018,5042.1414462199555,19.178962487982062,3.809844975964201,0,1,0,1,1,1,True,30875,-1.0
30905,2026-02-19 14:05:00,14,-1,MARKDOWN,6,A+,5004.96146,5024.880095817422,4955.164870456445,19.918635817422,5.480191634843569,0,1,1,1,1,1,False,-1,
30917,2026-02-19 15:05:00,15,-1,MARKDOWN,5,A,5003.93388,5024.885979086899,4951.55363228275,20.95209908689958,5.49195817379757,0,1,1,0,1,1,True,30938,0.9474449362907849
30929,2026-02-19 16:05:00,16,-1,MARKDOWN,6,A+,5001.67054,5023.693517138335,4946.613097154163,22.02297713833468,6.587034276670065,0,1,1,1,1,1,True,30938,0.8743018298260635
30945,2026-02-19 17:25:00,17,1,MARKUP,6,A+,4983.52442,4958.74971198018,5045.461190049549,24.774708019819627,8.820576039640097,0,1,1,1,1,1,False,-1,
30957,2026-02-19 18:25:00,18,1,MARKUP,5,A,4985.7362,4959.238444400331,5051.980588999173,26.49775559966929,7.843111199337585,0,1,0,1,1,1,True,30974,0.878728977444057
30969,2026-02-19 19:25:00,19,1,MARKUP,3,C,4985.7362,4959.561637438165,5051.172606404588,26.174562561835046,7.196725123668752,0,0,0,0,1,1,True,30974,0.8834053714982781
30981,2026-02-19 20:25:00,20,-1,MARKDOWN,5,A,4999.6838,5025.572927798766,4934.960980503085,25.889127798765912,6.625855597531317,0,1,1,0,1,1,False,-1,
31108,2026-02-20 08:00:00,8,1,MARKUP,6,A+,4995.48514,4979.537844766896,5035.353378082758,15.947295233103432,4.184310466207292,0,1,1,1,1,1,False,-1,
31120,2026-02-20 09:00:00,9,1,MARKUP,5,A,5000.11116,4979.307668586579,5052.119888533554,20.803491413421398,4.644662826842353,0,1,0,1,1,1,False,-1,
31132,2026-02-20 10:00:00,10,1,MARKUP,5,A,5000.11116,4979.038143067601,5052.793702331,21.073016932399696,5.183713864799671,0,0,1,1,1,1,False,-1,
31144,2026-02-20 11:00:00,11,1,MARKUP,6,A+,5007.29326,4987.54858570613,5056.6549457346755,19.744674293870048,5.162828587739747,0,1,1,1,1,1,False,-1,
31168,2026-02-20 13:00:00,13,1,MARKUP,5,A,5019.3541000000005,5002.515543561277,5061.45049109681,16.83855643872357,4.988912877447462,0,1,0,1,1,1,True,31177,1.3534867689092058
31200,2026-02-20 15:40:00,15,1,MARKUP,6,A+,5020.68898,5004.28575376748,5061.6970455813,16.403226232519955,5.768492465039746,0,1,1,1,1,1,True,31216,2.5
31212,2026-02-20 16:40:00,16,1,MARKUP,6,A+,5025.24624,5003.6116879096035,5079.332620225992,21.634552090396937,7.116624180793303,0,1,1,1,1,1,True,31216,0.5
31224,2026-02-20 17:40:00,17,1,MARKUP,5,A,5018.9585799999995,4983.7160120072995,5107.06499998175,35.24256799270006,14.567975985400917,0,1,1,0,1,1,False,-1,
31236,2026-02-20 18:40:00,18,1,MARKUP,5,A,5020.8724,4985.293927710978,5109.818580722555,35.5784722890221,11.412144578043089,0,1,0,1,1,1,False,-1,
31248,2026-02-20 19:40:00,19,1,MARKUP,6,A+,5022.49972,4986.796555712785,5111.757630718035,35.70316428721435,8.406888574428807,0,1,1,1,1,1,False,-1,
31260,2026-02-20 20:40:00,20,1,MARKUP,5,A,5023.59224,4986.8075849941915,5115.553877514521,36.78465500580842,8.384830011617254,0,1,1,0,1,1,False,-1,
31431,2026-02-23 11:55:00,11,1,MARKUP,6,A+,5137.399899999999,5120.0040332392555,5180.889566901859,17.395866760743957,4.6519335214890765,0,1,1,1,1,1,False,-1,
31444,2026-02-23 13:00:00,13,1,MARKUP,6,A+,5138.05694,5119.825885777418,5183.634575556456,18.231054222582316,5.008228445163884,0,1,1,1,1,1,False,-1,
31456,2026-02-23 14:00:00,14,1,MARKUP,5,A,5138.05694,5120.056525665821,5183.057975835449,18.000414334179368,4.54694866835766,0,0,1,1,1,1,False,-1,
31468,2026-02-23 15:00:00,15,1,MARKUP,5,A,5138.8133,5119.949583226558,5185.972591933603,18.86371677344141,4.760833546882698,0,1,0,1,1,1,False,-1,
31482,2026-02-23 16:10:00,16,1,MARKUP,5,A,5150.62946,5138.724622376335,5180.391554059162,11.904837623665117,5.450755247330441,0,1,1,1,0,1,False,-1,
31494,2026-02-23 17:10:00,17,1,MARKUP,6,A+,5163.987999999999,5137.4526095750125,5230.326476062466,26.535390424986872,7.99478084997438,0,1,1,1,1,1,False,-1,
31506,2026-02-23 18:10:00,18,1,MARKUP,6,A+,5165.74902,5136.463706465593,5238.962303836019,29.285313534407578,9.972587068814358,0,1,1,1,1,1,False,-1,
31518,2026-02-23 19:10:00,19,1,MARKUP,5,A,5171.1505,5137.388824262791,5255.554689343022,33.76167573720886,8.122351474417323,0,1,0,1,1,1,False,-1,
31530,2026-02-23 20:10:00,20,1,MARKUP,5,A,5171.1505,5138.031320908903,5253.948447727742,33.11917909109707,6.837358182193749,0,1,1,1,0,1,False,-1,
31665,2026-02-24 08:25:00,8,-1,MARKDOWN,6,A+,5179.93542,5194.841763269928,5142.669561825178,14.906343269928584,5.983526539855808,0,1,1,1,1,1,True,31677,0.660834798069809
31686,2026-02-24 10:10:00,10,-1,MARKDOWN,5,A,5177.00638,5193.216424973861,5136.4812675653475,16.21004497386093,6.512849947722313,0,0,1,1,1,1,True,31690,1.0338749134866383
31701,2026-02-24 11:25:00,11,-1,MARKDOWN,6,A+,5174.44168,5188.785877189556,5138.58118702611,14.344197189556326,5.951754379112031,0,1,1,1,1,1,True,31708,1.013921152966427
31732,2026-02-24 14:00:00,14,-1,MARKDOWN,6,A+,5175.92182,5186.053836502367,5150.591778744081,10.13201650236715,4.227673004735134,0,1,1,1,1,1,False,-1,
31744,2026-02-24 15:00:00,15,-1,MARKDOWN,5,A,5167.76736,5185.4126288283605,5123.654187929098,17.645268828360713,6.625257656720393,0,1,0,1,1,1,False,-1,
31756,2026-02-24 16:00:00,16,-1,MARKDOWN,5,A,5153.44086,5186.740882718859,5070.190803202851,33.30002271885951,10.621765437717395,0,1,1,0,1,1,True,31777,0.6938649662820163
31768,2026-02-24 17:00:00,17,-1,MARKDOWN,6,A+,5147.065280000001,5187.372622170313,5046.296924574221,40.30734217031204,11.885244340624283,0,1,1,1,1,1,True,31776,-0.013762256951979144
31936,2026-02-25 08:00:00,8,1,MARKUP,5,A,5178.34658,5155.47059066361,5235.536553340977,22.875989336390376,5.8788186727793175,0,1,0,1,1,1,False,-1,
31948,2026-02-25 09:00:00,9,1,MARKUP,5,A,5183.40182,5163.901836613913,5232.151778465219,19.49998338608748,5.376326772175442,1,0,0,1,1,1,True,31953,-1.0
31983,2026-02-25 11:55:00,11,1,MARKUP,6,A+,5189.4396799999995,5174.150264859304,5227.6632178517375,15.289415140695382,4.419470281390797,1,1,1,0,1,1,True,31984,-1.0
32000,2026-02-25 13:20:00,13,-1,MARKDOWN,5,A,5181.16364,5199.936381872448,5134.23178531888,18.772741872448023,5.472763744896161,0,1,0,1,1,1,True,32007,0.8235439958501505
32012,2026-02-25 14:20:00,14,-1,MARKDOWN,5,A,5181.16364,5199.552901815921,5135.190485460196,18.3892618159216,4.705803631843277,1,0,0,1,1,1,True,32013,0.8302910132703917
32024,2026-02-25 15:20:00,15,1,MARKUP,6,A+,5171.25636,5152.940808774627,5217.045238063434,18.315551225373383,4.558382450746907,0,1,1,1,1,1,True,32039,0.9595699249448275
32036,2026-02-25 16:20:00,16,1,MARKUP,4,B,5170.5,5152.875475602578,5214.561310993555,17.624524397421737,4.689048794843587,0,0,0,1,1,1,True,32039,0.9990464595603397
32048,2026-02-25 17:20:00,17,1,MARKUP,4,B,5173.33826,5151.662799278994,5227.526911802517,21.675460721006857,7.114401442013433,0,1,0,1,0,1,True,32050,1.254422619986355
32060,2026-02-25 18:20:00,18,1,MARKUP,5,A,5176.95828,5155.5960391583585,5230.363882104103,21.362240841641324,7.167921683282978,0,1,1,1,0,1,False,-1,
32072,2026-02-25 19:20:00,19,1,MARKUP,5,A,5181.51554,5156.299339623972,5244.556040940071,25.21620037602861,5.761320752057533,0,1,0,1,1,1,False,-1,
32084,2026-02-25 20:20:00,20,1,MARKUP,5,A,5181.51554,5157.2926243954835,5242.072829011293,24.222915604516857,3.7747512090336075,0,1,0,1,1,1,False,-1,
32212,2026-02-26 08:00:00,8,1,MARKUP,3,C,5186.11098,5171.889096987811,5221.665687530473,14.22188301218921,4.461806024376886,0,0,0,1,0,1,True,32224,-1.0
32242,2026-02-26 10:30:00,10,-1,MARKDOWN,6,A+,5192.17438,5208.447536925272,5151.491487686821,16.273156925271905,5.875073850543857,0,1,1,1,1,1,False,-1,
32254,2026-02-26 11:30:00,11,-1,MARKDOWN,4,B,5191.05894,5208.30226782865,5147.950620428375,17.243327828649853,5.584535657298492,0,0,0,1,1,1,False,-1,
32272,2026-02-26 13:00:00,13,-1,MARKDOWN,5,A,5186.68492,5202.192425082831,5147.916157292922,15.507505082830903,5.084850165661523,0,1,0,1,1,1,True,32292,1.75
32284,2026-02-26 14:00:00,14,-1,MARKDOWN,5,A,5178.205800000001,5193.420731556379,5140.168471109055,15.21493155637836,5.1414631127564085,0,1,0,1,1,1,True,32289,1.75
32296,2026-02-26 15:00:00,15,-1,MARKDOWN,6,A+,5178.205800000001,5193.6098076396565,5139.695780900861,15.404007639655902,5.519615279311818,1,0,1,1,1,1,True,32297,0.669773183982313
32308,2026-02-26 16:00:00,16,-1,MARKDOWN,5,A,5177.76084,5193.237844927025,5139.068327682437,15.477004927025519,6.215689854050453,0,1,1,0,1,1,True,32329,0.5
32320,2026-02-26 17:00:00,17,-1,MARKDOWN,5,A,5170.90776,5194.591280957928,5111.698957605181,23.683520957927612,8.922561915855391,1,0,1,0,1,1,True,32322,0.7825005425230908
32488,2026-02-27 08:00:00,8,1,MARKUP,5,A,5179.767,5164.9999523303795,5216.684619174051,14.767047669620297,3.940095339241082,0,1,0,1,1,1,True,32503,1.75
32500,2026-02-27 09:00:00,9,1,MARKUP,5,A,5183.88288,5171.718913617623,5214.292795955943,12.163966382377112,3.8221727647549186,1,0,0,1,1,1,True,32502,-1.0
32513,2026-02-27 10:05:00,10,-1,MARKDOWN,5,A,5191.0116800000005,5202.749230861832,5161.667802845422,11.73755086183155,4.558461723663843,0,1,0,1,1,1,False,-1,
32525,2026-02-27 11:05:00,11,-1,MARKDOWN,5,A,5190.43486,5202.446657784054,5160.405365539866,12.01179778405367,3.9533155681070458,0,1,1,0,1,1,False,-1,
32548,2026-02-27 13:00:00,13,-1,MARKDOWN,5,A,5187.54012,5201.267742446474,5153.221063883815,13.727622446474015,4.275484892947634,0,0,1,1,1,1,True,32560,-1.0
32572,2026-02-27 15:00:00,15,1,MARKUP,5,A,5178.93974,5166.94335027045,5208.930714323875,11.996389729550174,3.693299459099963,0,1,1,1,0,1,False,-1,
32584,2026-02-27 16:00:00,16,1,MARKUP,5,A,5196.23288,5164.885999953518,5274.600080116204,31.3468800464816,7.808000092963293,0,1,1,1,0,1,False,-1,
32596,2026-02-27 17:00:00,17,1,MARKUP,4,B,5196.23288,5164.413611656752,5275.781050858117,31.81926834324713,8.75277668649425,0,1,0,1,0,1,False,-1,
32608,2026-02-27 18:00:00,18,1,MARKUP,5,A,5200.918,5167.690167766138,5283.987580584653,33.22783223386159,9.919664467723132,0,1,1,0,1,1,False,-1,
32620,2026-02-27 19:00:00,19,1,MARKUP,5,A,5211.5754,5178.485874639244,5294.29921340189,33.08952536075594,9.108250721512674,0,0,1,1,1,1,False,-1,
32632,2026-02-27 20:00:00,20,1,MARKUP,5,A,5217.95316,5189.887036893168,5288.118467767079,28.066123106831583,6.945926213663167,0,0,1,1,1,1,False,-1,
32764,2026-03-02 08:00:00,8,1,MARKUP,5,A,5327.46676,5299.860172602683,5396.4832284932945,27.606587397317526,6.179654794633589,0,1,1,0,1,1,False,-1,
32776,2026-03-02 09:00:00,9,1,MARKUP,6,A+,5345.00566,5313.8774276939885,5422.826240765028,31.12823230601134,6.385144612022536,0,1,1,1,1,1,False,-1,
32788,2026-03-02 10:00:00,10,1,MARKUP,5,A,5370.99532,5337.348485544331,5455.112406139172,33.646834455668795,7.503028911338644,0,1,0,1,1,1,False,-1,
32800,2026-03-02 11:00:00,11,1,MARKUP,3,C,5370.99532,5336.959843705586,5456.084010736036,34.035476294414366,8.280312588830064,0,0,0,0,1,1,False,-1,
32840,2026-03-02 14:20:00,14,1,MARKUP,7,A+,5390.55318,5370.046199764751,5441.820630588123,20.506980235249102,7.787600470497996,1,1,1,1,1,1,True,32841,0.5
32852,2026-03-02 15:20:00,15,1,MARKUP,6,A+,5390.320159999999,5369.1078563564515,5443.350919108869,21.212303643547784,9.664287287095727,0,1,1,1,1,1,True,32858,-1.0
32870,2026-03-02 16:50:00,16,-1,MARKDOWN,6,A+,5374.278899999999,5425.659833125777,5245.826567185554,51.38093312577803,17.919666251555842,0,1,1,1,1,1,False,-1,
32882,2026-03-02 17:50:00,17,-1,MARKDOWN,6,A+,5374.278899999999,5425.050392853526,5247.350167866181,50.77149285352698,16.700785707053303,0,1,1,1,1,1,False,-1,
32894,2026-03-02 18:50:00,18,-1,MARKDOWN,6,A+,5356.993399999999,5425.964579307642,5184.565451730892,68.97117930764307,18.529158615285525,0,1,1,1,1,1,False,-1,
32906,2026-03-02 19:50:00,19,-1,MARKDOWN,4,B,5356.993399999999,5423.472563011993,5190.795492470015,66.47916301199348,13.545126023985565,0,0,1,0,1,1,False,-1,
33042,2026-03-03 08:10:00,8,-1,MARKDOWN,6,A+,5341.57652,5386.137082515831,5230.175113710421,44.56056251583141,12.61416503166142,0,1,1,1,1,1,False,-1,
33054,2026-03-03 09:10:00,9,-1,MARKDOWN,5,A,5338.9871,5381.422049205278,5232.899726986805,42.43494920527792,11.564098410556074,0,1,0,1,1,1,False,-1,
33066,2026-03-03 10:10:00,10,-1,MARKDOWN,4,B,5338.9871,5380.326521637826,5235.638545905436,41.33942163782558,9.373043275650193,0,0,1,0,1,1,False,-1,
33078,2026-03-03 11:10:00,11,-1,MARKDOWN,4,B,5338.9871,5380.963845792689,5234.045235518277,41.976745792689144,10.647691585379027,0,1,0,0,1,1,False,-1,
33100,2026-03-03 13:00:00,13,-1,MARKDOWN,5,A,5294.05022,5343.384671469617,5170.714091325957,49.334451469617306,14.78934293923576,0,1,0,1,1,1,False,-1,
33112,2026-03-03 14:00:00,14,-1,MARKDOWN,5,A,5235.94802,5349.477447213345,4952.124451966637,113.52942721334512,26.97489442669053,0,1,0,1,1,1,False,-1,
33124,2026-03-03 15:00:00,15,-1,MARKDOWN,5,A,5235.94802,5347.321967711925,4957.513150720187,111.37394771192521,22.663935423849892,0,0,1,1,1,1,False,-1,
